video_id,polarity,title,channel_title,category_id,tags
TxIO9IiU8A0,0.42391304347826086,Guy Sebastian Polishes A Musical Disaster,Hamish & Andy,23,hamish blake|andy lee|hamish|andy|guy sebastian
GTawLgr1W0w,0.24,If Halloween Costumes Were Equal,AnthonyPadilla,23,anthony padilla|smosh|autumn|fall|october|season|halloween|costumes|diy|men|last minute
1csaGKAjAvw,0.4444444444444444,DIY TAYLOR SWIFT #LWYMMD COSTUME // Grace Helbig,Grace Helbig,22,itsgrace|funny|comedy|vlog|grace|helbig|gracehelbig|dailygrace|daily|tutorial|diy|lifestyle|taylor swift|lwymmd|look what you made me do|halloween costume|sexy
Q8PSzByBGpU,0.22,"Gabrielle Union Speaks About Masturbating at 5, Money Challenges W/ Dwyane Wade + Harvey Weinstein",SwaysUniverse,24,Sway Calloway|The Morning Show|Sway In The Morning|Interview|Hip Hop|Pop|Gabrielle Union|Dwyane Wade|Harvey Weinstein|Jason Kidd|New Book|Being Mary Jane|We're Going To Need More Wine|Gabrielle Union For The D Challenge|Gabrielle Union Dwyane Wade Wedding
kAphgHhlteM,0.4742268041237113,Blue Planet II Trailer 2 - BBC Earth,BBC Earth,15,planet earth 2|planet earth II|blue planet|blue planet II|blue planet 2|hans zimmer|prequel|ocean|oceans|sea|water|whale|shark|octopus|bbc documentary|BBC|BBC Worldwide|Nature|Natural History|Animals|Wildlife|Wild|bbc earth|sir david attenborough|blue planet trailer|blue planet 2 trailer|planet earth|planet earth trailer|extended trailer|trailer
VOaOjc2crx4,0.3684210526315789,Billy Joel Reveals Favorite Bruce Springsteen Song,Jimmy Kimmel Live,24,jimmy|kimmel|live|late|night|talk|show|funny|comedic|comedy|clip|comedian|Billy|Joel|Brooklyn|BAM|long|island|summer|bruce|springsteen|broadway|paul|shaffer|music|bruce springsteen|billy joel|long island
v9ERab8P6Io,0.18181818181818182,How Mario Got His Mustache (and His Name!),Great Big Story,20,great big story|gbs|lag|documentary|docs|watchable|video games|nintendo|mario|super mario bros.|donkey kong|Tech & Science|Weird & Fun Knowledge|gaming
xJ20o7B3Tm8,0.07142857142857142,Kevin Garnett & Snoop Dogg react to Lonzo Ball's first NBA game,NBA Center,17,NBA|Center|LA|Lakers|Los|Angeles|Golden|State|Warriors|Cleveland|Cavaliers|Kevin|Garnett|Snoop|Dogg|Lonzo|Ball
Ig-9RDH5dZ0,0.34375,Kid Rock - Tennessee Mountain Top [Official Video],Kid Rock,10,Kid Rock|Tennessee Mountain Top|Rock|Country
V3jY8-VzSEA,0.17391304347826086,Gucci Mane - Back On [Official Music Video],OfficialGucciMane,10,gucci mane|gucci|mr davis|trap|trap god|1017|guwop|hip hop|rap|atlantic records
wOcRH5GbqTQ,0.37755102040816324,Knuckle Puck - Gone (Official Music Video),riserecords,10,rise records|knuckle puck|gone|shapeshifter|official music video|pop punk
NGPK44en2ME,0.061224489795918366,CNCO - Mamita (Audio),CNCOVEVO,10,CNCO Music|CNCO Official Video|CNCO Video|CNCO Video Oficial|Mamita Official Video|Official Video|Mamita Single|Single|CNCO New Single|CNCO Single|CNCO Song|Mamita new song|Mamita nueva canción|CNCO nuevo sencillo|CNCO Mamita|CNCO|Latin Pop|Mamita|Sony Music Latin
ibHFy-mo4Pw,0.2755102040816326,Fifth Harmony Perform 'Don't Say You Love Me' | Weekdays at 3:30pm | #TRL,TRL,24,TRL|total|request|live|mtv|fifth harmony|Matt Rife|DC Young Fly|Tamara Dhia|Fifth Harmony|Liza Koshy|Don't Say You Love Me|interview|girl group|pop music|rap|hip hop|he like that|down ft. gucci mane|angel|deliver|work|that's my girl|Ally Brooke|Normani Kordei|Dinah Jane|Lauren Jauregui|Camila Cabello|simon cowell|boss|sledgehammer|worth it|work from home|OJ Simpson|rihanna|body shaming|ariana grande|travis scott|kylie jenner|ksubi|performance
NRjDqw1w7k8,0.3258426966292135,ZHU - Waters of Monaco (Adidas China Pure Edit),ZHUVEVO,10,ZHU|Waters|of|Monaco|(Adidas|China|Pure|Edit)|Mind|Genius|Electronic|Club/Dance
K2SCpgCurVQ,0.5,Destiny 2: Wardcliff Coil Glitch! How To Get Unlimited Power Ammo Glitch!,Kota,20,destiny 2 unlimited power ammo|unlimited power ammo|destiny 2 unlimited power ammo gltich|destiny 2 new unlimited power ammo glitch|new unlimited power ammo glitch|destiny 2 power ammo glitch|power ammo glitch|destiny 2 infinite power ammo glitch|infinite power ammo glitch|destiny 2 new infinite power ammo glitch|new infinite power ammo glitch|destiny 2 power ammo exploit|destiny 2 wardcliff coil glitch|wardcliff coil glitch|destiny 2 wardcliff coil exploit|kota
XQFeShp6UIY,0.09090909090909091,World's First Prestige Leviathan Raid Completion {Redeem},Gladd,20,destiny|destiny 2|destiny 2 leviathan raid|destiny 2 prestige raid|destiny 2 prestige leviathan raid|leviathan raid prestige|leviathan raid prestige mode|destiny 2 world's first|world's first|destiny 2 world's first leviathan raid|destiny 2 world's first prestige riad|destiny 2 world's first prestige leviathan raid|world's first prestige raid|redeem|world's first prestige leviathan raid completion|world first prestige|destiny 2 leviathan raid speedrun
